"messageKey","","en","de","es","fr","pt","ru","zh","ka"
"ships.module.name.int_dronecontrol_repair_size5_class3","Repair Limpet Controller","","","Lanzador Dron Reparador","","Controlador de Drone de Reparo","Контроллер дрона-ремонтника","",""
"ships.module.name.int_dronecontrol_repair_size5_class4","Repair Limpet Controller","","","Lanzador Dron Reparador","","Controlador de Drone de Reparo","Контроллер дрона-ремонтника","",""
"ships.module.name.int_dronecontrol_repair_size5_class5","Repair Limpet Controller","","","Lanzador Dron Reparador","","Controlador de Drone de Reparo","Контроллер дрона-ремонтника","",""
"ships.module.name.int_dronecontrol_repair_size7_class1","Repair Limpet Controller","","","Lanzador Dron Reparador","","Controlador de Drone de Reparo","Контроллер дрона-ремонтника","",""
"ships.module.name.int_dronecontrol_repair_size7_class2","Repair Limpet Controller","","","Lanzador Dron Reparador","","Controlador de Drone de Reparo","Контроллер дрона-ремонтника","",""
"ships.module.name.int_dronecontrol_repair_size7_class3","Repair Limpet Controller","","","Lanzador Dron Reparador","","Controlador de Drone de Reparo","Контроллер дрона-ремонтника","",""
"ships.module.name.int_dronecontrol_repair_size7_class4","Repair Limpet Controller","","","Lanzador Dron Reparador","","Controlador de Drone de Reparo","Контроллер дрона-ремонтника","",""
"ships.module.name.int_dronecontrol_repair_size7_class5","Repair Limpet Controller","","","Lanzador Dron Reparador","","Controlador de Drone de Reparo","Контроллер дрона-ремонтника","",""
"ships.module.name.type9_military_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.type9_military_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.type9_military_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.type9_military_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.type9_military_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.hpt_flakmortar_fixed_medium","Remote Release Flak Launcher","","","Antiaereo Remoto","","Lançador de Flak Remoto","Зенитная установка (снаряды с дистанционным подрывом)","",""
"ships.module.name.hpt_atdumbfiremissile_fixed_medium","AX Missile Rack","","","Lanzamisiles AX","Batterie de missiles AX","Estante de Mísseis AX","Блок ракет АИ","",""
"ships.module.name.hpt_atdumbfiremissile_fixed_large","AX Missile Rack","","","Lanzamisiles AX","Batterie de missiles AX","Estante de Mísseis AX","Блок ракет АИ","",""
"ships.module.name.hpt_atmulticannon_fixed_medium","AX Multi-Cannon","","","Multicañón AX","Multi-canon AX","Canhão de Repetição AX","Многоствольное орудие АИ","",""
"ships.module.name.hpt_atmulticannon_fixed_large","AX Multi-Cannon","","","Multicañón AX","Multi-canon AX","Canhão de Repetição AX","Многоствольное орудие АИ","",""
"ships.module.name.hpt_atdumbfiremissile_turret_medium","AX Missile Rack","","","Lanzamisiles AX","Batterie de missiles AX","Estante de Mísseis AX","Блок ракет АИ","",""
"ships.module.name.hpt_atdumbfiremissile_turret_large","AX Missile Rack","","","Lanzamisiles AX","Batterie de missiles AX","Estante de Mísseis AX","Блок ракет АИ","",""
"ships.module.name.hpt_flakmortar_turret_medium","Remote Release Flak Launcher","","","Lanzador Antiaereo Remoto","","Lançador de Flak Remoto","Зенитная установка (снаряды с дистанционным подрывом)","",""
"ships.module.name.hpt_atmulticannon_turret_medium","AX Multi-Cannon","","","Multicañón AX","Multi-canon AX","Canhão de Repetição AX","Многоствольное орудие АИ","",""
"ships.module.name.hpt_atmulticannon_turret_large","AX Multi-Cannon","","","Multicañón AX","Multi-canon AX","Canhão de Repetição AX","Многоствольное орудие АИ","",""
"ships.module.name.hpt_xenoscanner_basic_tiny","Xeno Scanner","","","Escáner Xeno","","Scanner Xeno","Ксено-сканер","",""
"ships.module.name.int_dronecontrol_unkvesselresearch","Research Limpet Controller","","","Controladora de Drones de Investigación","","Controlador de Drone de Pesquisa","Контроллер дрона-исследователя","",""
"ships.module.name.int_metaalloyhullreinforcement_size1_class1","Meta Alloy Hull Reinforcement","","","Refuerzo Estructural de Aleaciones Metálicas","Renforcement de coque en méta-alliage","Reforço de Casco com Metaligas","Метасплавное усиление корпуса","",""
"ships.module.name.int_metaalloyhullreinforcement_size1_class2","Meta Alloy Hull Reinforcement","","","Refuerzo Estructural de Aleaciones Metálicas","Renforcement de coque en méta-alliage","Reforço de Casco com Metaligas","Метасплавное усиление корпуса","",""
"ships.module.name.int_metaalloyhullreinforcement_size2_class1","Meta Alloy Hull Reinforcement","","","Refuerzo Estructural de Aleaciones Metálicas","Renforcement de coque en méta-alliage","Reforço de Casco com Metaligas","Метасплавное усиление корпуса","",""
"ships.module.name.int_metaalloyhullreinforcement_size2_class2","Meta Alloy Hull Reinforcement","","","Refuerzo Estructural de Aleaciones Metálicas","Renforcement de coque en méta-alliage","Reforço de Casco com Metaligas","Метасплавное усиление корпуса","",""
"ships.module.name.int_metaalloyhullreinforcement_size3_class1","Meta Alloy Hull Reinforcement","","","Refuerzo Estructural de Aleaciones Metálicas","Renforcement de coque en méta-alliage","Reforço de Casco com Metaligas","Метасплавное усиление корпуса","",""
"ships.module.name.int_metaalloyhullreinforcement_size3_class2","Meta Alloy Hull Reinforcement","","","Refuerzo Estructural de Aleaciones Metálicas","Renforcement de coque en méta-alliage","Reforço de Casco com Metaligas","Метасплавное усиление корпуса","",""
"ships.module.name.int_metaalloyhullreinforcement_size4_class1","Meta Alloy Hull Reinforcement","","","Refuerzo Estructural de Aleaciones Metálicas","Renforcement de coque en méta-alliage","Reforço de Casco com Metaligas","Метасплавное усиление корпуса","",""
"ships.module.name.int_metaalloyhullreinforcement_size4_class2","Meta Alloy Hull Reinforcement","","","Refuerzo Estructural de Aleaciones Metálicas","Renforcement de coque en méta-alliage","Reforço de Casco com Metaligas","Метасплавное усиление корпуса","",""
"ships.module.name.int_metaalloyhullreinforcement_size5_class1","Meta Alloy Hull Reinforcement","","","Refuerzo Estructural de Aleaciones Metálicas","Renforcement de coque en méta-alliage","Reforço de Casco com Metaligas","Метасплавное усиление корпуса","",""
"ships.module.name.int_metaalloyhullreinforcement_size5_class2","Meta Alloy Hull Reinforcement","","","Refuerzo Estructural de Aleaciones Metálicas","Renforcement de coque en méta-alliage","Reforço de Casco com Metaligas","Метасплавное усиление корпуса","",""
"ships.module.name.int_dronecontrol_decontamination_size1_class1","Decontamination Limpet Controller","","","Lanzador Dron de Descontaminación","","Controlador de Drone de Descontaminação","Контроллер дрона-очистителя","",""
"ships.module.name.int_dronecontrol_decontamination_size3_class1","Decontamination Limpet Controller","","","Lanzador Dron de Descontaminación","","Controlador de Drone de Descontaminação","Контроллер дрона-очистителя","",""
"ships.module.name.int_dronecontrol_decontamination_size5_class1","Decontamination Limpet Controller","","","Lanzador Dron de Descontaminación","","Controlador de Drone de Descontaminação","Контроллер дрона-очистителя","",""
"ships.module.name.int_dronecontrol_decontamination_size7_class1","Decontamination Limpet Controller","","","Lanzador Dron de Descontaminación","","Controlador de Drone de Descontaminação","Контроллер дрона-очистителя","",""
"ships.module.name.hpt_xenoscannermk2_basic_tiny","Enhanced Xeno Scanner","","","Escáner Xeno Mejorado","","Scanner Xeno Aprimorado","Улучшенный ксено-сканер","",""
"ships.module.name.krait_mkii_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.krait_mkii_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.krait_mkii_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.krait_mkii_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.krait_mkii_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.typex_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.typex_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.typex_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.typex_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.typex_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.typex_2_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.typex_2_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.typex_2_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.typex_2_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.typex_2_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.typex_3_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.typex_3_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.typex_3_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.typex_3_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.typex_3_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.hpt_guardian_gausscannon_fixed_medium","Guardian Gauss Cannon","","","Cañón Gauss Guardián","","Canhão Gauss Guardian","Пушка Гаусса Стражей","",""
"ships.module.name.int_corrosionproofcargorack_size4_class1","Corrosion Resistant Cargo Rack","","","Bodega de Carga Anticorrosión","","","Антикоррозийный грузовой стеллаж","",""
"ships.module.name.int_guardianhullreinforcement_size1_class1","Guardian Hull Reinforcement","","","Refuerzo Estructural Guardián","","Reforço de Casco Guardian","Набор для усиления корпуса Стражей","",""
"ships.module.name.int_guardianhullreinforcement_size1_class2","Guardian Hull Reinforcement","","","Refuerzo Estructural Guardián","","Reforço de Casco Guardian","Набор для усиления корпуса Стражей","",""
"ships.module.name.int_guardianhullreinforcement_size2_class1","Guardian Hull Reinforcement","","","Refuerzo Estructural Guardián","","Reforço de Casco Guardian","Набор для усиления корпуса Стражей","",""
"ships.module.name.int_guardianhullreinforcement_size2_class2","Guardian Hull Reinforcement","","","Refuerzo Estructural Guardián","","Reforço de Casco Guardian","Набор для усиления корпуса Стражей","",""
"ships.module.name.int_guardianhullreinforcement_size3_class1","Guardian Hull Reinforcement","","","Refuerzo Estructural Guardián","","Reforço de Casco Guardian","Набор для усиления корпуса Стражей","",""
"ships.module.name.int_guardianhullreinforcement_size3_class2","Guardian Hull Reinforcement","","","Refuerzo Estructural Guardián","","Reforço de Casco Guardian","Набор для усиления корпуса Стражей","",""
"ships.module.name.int_guardianhullreinforcement_size4_class1","Guardian Hull Reinforcement","","","Refuerzo Estructural Guardián","","Reforço de Casco Guardian","Набор для усиления корпуса Стражей","",""
"ships.module.name.int_guardianhullreinforcement_size4_class2","Guardian Hull Reinforcement","","","Refuerzo Estructural Guardián","","Reforço de Casco Guardian","Набор для усиления корпуса Стражей","",""
"ships.module.name.int_guardianhullreinforcement_size5_class1","Guardian Hull Reinforcement","","","Refuerzo Estructural Guardián","","Reforço de Casco Guardian","Набор для усиления корпуса Стражей","",""
"ships.module.name.int_guardianhullreinforcement_size5_class2","Guardian Hull Reinforcement","","","Refuerzo Estructural Guardián","","Reforço de Casco Guardian","Набор для усиления корпуса Стражей","",""
"ships.module.name.int_guardianmodulereinforcement_size1_class1","Guardian Module Reinforcement","","","Refuerzo de Módulo Guardián","","Reforço de Módulo Guardian","Набор для усиления модуля Стражей","",""
"ships.module.name.int_guardianmodulereinforcement_size1_class2","Guardian Module Reinforcement","","","Refuerzo de Módulo Guardián","","Reforço de Módulo Guardian","Набор для усиления модуля Стражей","",""
"ships.module.name.int_guardianmodulereinforcement_size2_class1","Guardian Module Reinforcement","","","Refuerzo de Módulo Guardián","","Reforço de Módulo Guardian","Набор для усиления модуля Стражей","",""
"ships.module.name.int_guardianmodulereinforcement_size2_class2","Guardian Module Reinforcement","","","Refuerzo de Módulo Guardián","","Reforço de Módulo Guardian","Набор для усиления модуля Стражей","",""
"ships.module.name.int_guardianmodulereinforcement_size3_class1","Guardian Module Reinforcement","","","Refuerzo de Módulo Guardián","","Reforço de Módulo Guardian","Набор для усиления модуля Стражей","",""
"ships.module.name.int_guardianmodulereinforcement_size3_class2","Guardian Module Reinforcement","","","Refuerzo de Módulo Guardián","","Reforço de Módulo Guardian","Набор для усиления модуля Стражей","",""
"ships.module.name.int_guardianmodulereinforcement_size4_class1","Guardian Module Reinforcement","","","Refuerzo de Módulo Guardián","","Reforço de Módulo Guardian","Набор для усиления модуля Стражей","",""
"ships.module.name.int_guardianmodulereinforcement_size4_class2","Guardian Module Reinforcement","","","Refuerzo de Módulo Guardián","","Reforço de Módulo Guardian","Набор для усиления модуля Стражей","",""
"ships.module.name.int_guardianmodulereinforcement_size5_class1","Guardian Module Reinforcement","","","Refuerzo de Módulo Guardián","","Reforço de Módulo Guardian","Набор для усиления модуля Стражей","",""
"ships.module.name.int_guardianmodulereinforcement_size5_class2","Guardian Module Reinforcement","","","Refuerzo de Módulo Guardián","","Reforço de Módulo Guardian","Набор для усиления модуля Стражей","",""
"ships.module.name.int_guardianshieldreinforcement_size1_class1","Guardian Shield Reinforcement","","","Refuerzo de Escudo Guardián","","Reforço de Módulo Guardian","Набор для усиления щита Стражей","",""
"ships.module.name.int_guardianshieldreinforcement_size1_class2","Guardian Shield Reinforcement","","","Refuerzo de Escudo Guardián","","Reforço de Módulo Guardian","Набор для усиления щита Стражей","",""
"ships.module.name.int_guardianshieldreinforcement_size2_class1","Guardian Shield Reinforcement","","","Refuerzo de Escudo Guardián","","Reforço de Módulo Guardian","Набор для усиления щита Стражей","",""
"ships.module.name.int_guardianshieldreinforcement_size2_class2","Guardian Shield Reinforcement","","","Refuerzo de Escudo Guardián","","Reforço de Módulo Guardian","Набор для усиления щита Стражей","",""
"ships.module.name.int_guardianshieldreinforcement_size3_class1","Guardian Shield Reinforcement","","","Refuerzo de Escudo Guardián","","Reforço de Módulo Guardian","Набор для усиления щита Стражей","",""
"ships.module.name.int_guardianshieldreinforcement_size3_class2","Guardian Shield Reinforcement","","","Refuerzo de Escudo Guardián","","Reforço de Módulo Guardian","Набор для усиления щита Стражей","",""
"ships.module.name.int_guardianshieldreinforcement_size4_class1","Guardian Shield Reinforcement","","","Refuerzo de Escudo Guardián","","Reforço de Módulo Guardian","Набор для усиления щита Стражей","",""
"ships.module.name.int_guardianshieldreinforcement_size4_class2","Guardian Shield Reinforcement","","","Refuerzo de Escudo Guardián","","Reforço de Módulo Guardian","Набор для усиления щита Стражей","",""
"ships.module.name.int_guardianshieldreinforcement_size5_class1","Guardian Shield Reinforcement","","","Refuerzo de Escudo Guardián","","Reforço de Módulo Guardian","Набор для усиления щита Стражей","",""
"ships.module.name.int_guardianshieldreinforcement_size5_class2","Guardian Shield Reinforcement","","","Refuerzo de Escudo Guardián","","Reforço de Módulo Guardian","Набор для усиления щита Стражей","",""
"ships.module.name.int_guardianfsdbooster_size1","Guardian FSD Booster","","","Potenciador de Motor de Distorsión Guardián","","Potencializador de Motor de Distorção Guardian","Ускоритель FSD Стражей","",""
"ships.module.name.int_guardianfsdbooster_size2","Guardian FSD Booster","","","Potenciador de Motor de Distorsión Guardián","","Potencializador de Motor de Distorção Guardian","Ускоритель FSD Стражей","",""
"ships.module.name.int_guardianfsdbooster_size3","Guardian FSD Booster","","","Potenciador de Motor de Distorsión Guardián","","Potencializador de Motor de Distorção Guardian","Ускоритель FSD Стражей","",""
"ships.module.name.int_guardianfsdbooster_size4","Guardian FSD Booster","","","Potenciador de Motor de Distorsión Guardián","","Potencializador de Motor de Distorção Guardian","Ускоритель FSD Стражей","",""
"ships.module.name.int_guardianfsdbooster_size5","Guardian FSD Booster","","","Potenciador de Motor de Distorsión Guardián","","Potencializador de Motor de Distorção Guardian","Ускоритель FSD Стражей","",""
"ships.module.name.int_guardianpowerdistributor_size1","Guardian Hybrid Power Distributor","","","Distribuidor de Energía Híbrida Guardián","","Distribuidor de Energia Híbrido Guardian","Гибридный распределитель питания Стражей","",""
"ships.module.name.int_guardianpowerdistributor_size2","Guardian Hybrid Power Distributor","","","Distribuidor de Energía Híbrida Guardián","","Distribuidor de Energia Híbrido Guardian","Гибридный распределитель питания Стражей","",""
"ships.module.name.int_guardianpowerdistributor_size3","Guardian Hybrid Power Distributor","","","Distribuidor de Energía Híbrida Guardián","","Distribuidor de Energia Híbrido Guardian","Гибридный распределитель питания Стражей","",""
"ships.module.name.int_guardianpowerdistributor_size4","Guardian Hybrid Power Distributor","","","Distribuidor de Energía Híbrida Guardián","","Distribuidor de Energia Híbrido Guardian","Гибридный распределитель питания Стражей","",""
"ships.module.name.int_guardianpowerdistributor_size5","Guardian Hybrid Power Distributor","","","Distribuidor de Energía Híbrida Guardián","","Distribuidor de Energia Híbrido Guardian","Гибридный распределитель питания Стражей","",""
"ships.module.name.int_guardianpowerdistributor_size6","Guardian Hybrid Power Distributor","","","Distribuidor de Energía Híbrida Guardián","","Distribuidor de Energia Híbrido Guardian","Гибридный распределитель питания Стражей","",""
"ships.module.name.int_guardianpowerdistributor_size7","Guardian Hybrid Power Distributor","","","Distribuidor de Energía Híbrida Guardián","","Distribuidor de Energia Híbrido Guardian","Гибридный распределитель питания Стражей","",""
"ships.module.name.int_guardianpowerdistributor_size8","Guardian Hybrid Power Distributor","","","Distribuidor de Energía Híbrida Guardián","","Distribuidor de Energia Híbrido Guardian","Гибридный распределитель питания Стражей","",""
"ships.module.name.int_guardianpowerplant_size2","Guardian Hybrid Power Plant","","","Núcleo de Energía Híbrida Guardián","","Gerador de Energia Híbrido Guardian","Гибридная силовая установка Стражей","",""
"ships.module.name.int_guardianpowerplant_size3","Guardian Hybrid Power Plant","","","Núcleo de Energía Híbrida Guardián","","Gerador de Energia Híbrido Guardian","Гибридная силовая установка Стражей","",""
"ships.module.name.int_guardianpowerplant_size4","Guardian Hybrid Power Plant","","","Núcleo de Energía Híbrida Guardián","","Gerador de Energia Híbrido Guardian","Гибридная силовая установка Стражей","",""
"ships.module.name.int_guardianpowerplant_size5","Guardian Hybrid Power Plant","","","Núcleo de Energía Híbrida Guardián","","Gerador de Energia Híbrido Guardian","Гибридная силовая установка Стражей","",""
"ships.module.name.int_guardianpowerplant_size6","Guardian Hybrid Power Plant","","","Núcleo de Energía Híbrida Guardián","","Gerador de Energia Híbrido Guardian","Гибридная силовая установка Стражей","",""
"ships.module.name.int_guardianpowerplant_size7","Guardian Hybrid Power Plant","","","Núcleo de Energía Híbrida Guardián","","Gerador de Energia Híbrido Guardian","Гибридная силовая установка Стражей","",""
"ships.module.name.int_guardianpowerplant_size8","Guardian Hybrid Power Plant","","","Núcleo de Energía Híbrida Guardián","","Gerador de Energia Híbrido Guardian","Гибридная силовая установка Стражей","",""
"ships.module.name.hpt_causticmissile_fixed_medium","Enzyme Missile Rack","","","Lanzamisiles de Enzimas","","Estante de Mísseis Enzimáticos","Блок ракет","",""
"ships.module.name.hpt_flechettelauncher_fixed_medium","Remote Release Flechette Launcher","","","Lanzador de Flechettes Remoto","","Lançador de Dardos de Liberação Remota","Установка для стрельбы стреловидными снарядами с дистанционным подрывом","",""
"ships.module.name.hpt_flechettelauncher_turret_medium","Remote Release Flechette Launcher","","","Lanzador de Flechettes Remoto","","Lançador de Dardos de Liberação Remota","Установка для стрельбы стреловидными снарядами с дистанционным подрывом","",""
"ships.module.name.hpt_guardian_plasmalauncher_fixed_medium","Guardian Plasma Charger","","","Cargador de Plasma Guardián","","Carregador de Plasma Guardian","Плазменная пушка Стражей","",""
"ships.module.name.hpt_guardian_plasmalauncher_turret_medium","Guardian Plasma Charger","","","Cargador de Plasma Guardián","","Carregador de Plasma Guardian","Плазменная пушка Стражей","",""
"ships.module.name.hpt_guardian_shardcannon_fixed_medium","Guardian Shard Cannon","","","Cañón de Esquirlas Guardián","","Canhão de Fragmentos Guardian","Осколочное орудие Стражей","",""
"ships.module.name.hpt_guardian_shardcannon_turret_medium","Guardian Shard Cannon","","","Cañón de Esquirlas Guardián","","Canhão de Fragmentos Guardian","Осколочное орудие Стражей","",""
"ships.module.name.hpt_plasmashockcannon_fixed_medium","Shock Cannon","","","Cañon de Impácto","","Canhão de Impulso","Шоковое орудие","",""
"ships.module.name.hpt_plasmashockcannon_gimbal_medium","Shock Cannon","","","Cañon de Impácto","","Canhão de Impulso","Шоковое орудие","",""
"ships.module.name.hpt_plasmashockcannon_turret_medium","Shock Cannon","","","Cañon de Impácto","","Canhão de Impulso","Шоковое орудие","",""
"ships.module.name.hpt_guardian_shardcannon_fixed_large","Guardian Shard Cannon","","","Cañón de Esquirlas Guardián","","Canhão de Fragmentos Guardian","Осколочное орудие Стражей","",""
"ships.module.name.hpt_guardian_shardcannon_turret_large","Guardian Shard Cannon","","","Cañón de Esquirlas Guardián","","Canhão de Fragmentos Guardian","Осколочное орудие Стражей","",""
"ships.module.name.hpt_plasmashockcannon_fixed_large","Shock Cannon","","","Cañon de Impácto","","Canhão de Impulso","Шоковое орудие","",""
"ships.module.name.hpt_plasmashockcannon_gimbal_large","Shock Cannon","","","Cañon de Impácto","","Canhão de Impulso","Шоковое орудие","",""
"ships.module.name.hpt_plasmashockcannon_turret_large","Shock Cannon","","","Cañon de Impácto","","Canhão de Impulso","Шоковое орудие","",""
"ships.module.name.hpt_guardian_plasmalauncher_fixed_large","Guardian Plasma Charger","","","Cargador de Plasma Guardián","","Carregador de Plasma Guardian","Плазменная пушка Стражей","",""
"ships.module.name.hpt_guardian_plasmalauncher_turret_large","Guardian Plasma Charger","","","Cargador de Plasma Guardián","","Carregador de Plasma Guardian","Плазменная пушка Стражей","",""
"ships.module.name.int_dronecontrol_recon_size1_class1","Recon Limpet Controller","","","Lanzador Dron de Reconocimiento","","Controlador de Drone de Reconhecimento","Контроллер дрона-разведчика","",""
"ships.module.name.krait_light_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.krait_light_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.krait_light_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.krait_light_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.krait_light_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.int_dronecontrol_recon_size3_class1","Recon Limpet Controller","","","Lanzador Dron de Reconocimiento","","Controlador de Drone de Reconhecimento","Контроллер дрона-разведчика","",""
"ships.module.name.int_dronecontrol_recon_size5_class1","Recon Limpet Controller","","","Lanzador Dron de Reconocimiento","","Controlador de Drone de Reconhecimento","Контроллер дрона-разведчика","",""
"ships.module.name.int_dronecontrol_recon_size7_class1","Recon Limpet Controller","","","Lanzador Dron de Reconocimiento","","Controlador de Drone de Reconhecimento","Контроллер дрона-разведчика","",""
"ships.module.name.hpt_dumbfiremissilerack_fixed_large","Missile Rack","","","Lanzamisiles","Batterie de missiles","Estante de Mísseis","Блок ракет","",""
"ships.module.name.hpt_plasmashockcannon_turret_small","Shock Cannon","","","Cañón de Impacto","","Canhão de Impulso","Шоковое орудие","",""
"ships.module.name.hpt_plasmashockcannon_gimbal_small","Shock Cannon","","","Cañón de Impacto","","Canhão de Impulso","Шоковое орудие","",""
"ships.module.name.hpt_plasmashockcannon_fixed_small","Shock Cannon","","","Cañón de Impacto","","Canhão de Impulso","Шоковое орудие","",""
"ships.module.name.hpt_guardian_plasmalauncher_turret_small","Guardian Plasma Charger","","","Cargador de Plasma Guardián","","Carregador de Plasma Guardian","Плазменная пушка Стражей","",""
"ships.module.name.hpt_guardian_plasmalauncher_fixed_small","Guardian Plasma Charger","","","Cargador de Plasma Guardián","","Carregador de Plasma Guardian","Плазменная пушка Стражей","",""
"ships.module.name.hpt_guardian_shardcannon_turret_small","Guardian Shard Cannon","","","Cañón de Esquirlas Guardián","","Canhão de Fragmentos Guardian","Осколочное орудие Стражей","",""
"ships.module.name.hpt_guardian_shardcannon_fixed_small","Guardian Shard Cannon","","","Cañón de Esquirlas Guardián","","Canhão de Fragmentos Guardian","Осколочное орудие Стражей","",""
"ships.module.name.hpt_guardian_gausscannon_fixed_small","Guardian Gauss Cannon","","","Cañón Gauss Guardián","","Canhão Gauss Guardian","Пушка Гаусса Стражей","",""
"ships.module.name.hpt_mining_subsurfdispmisle_fixed_small","Sub-Surface Displacement Missile","","","Misil de Desplaz. Subterraneo","Missile à charge pénétrante souterraine","Míssel de Deslocamento Subterrâneo","Вытесняющая ракета для добычи глубинных залежей","",""
"ships.module.name.hpt_mining_subsurfdispmisle_turret_small","Sub-Surface Displacement Missile","","","Misil de Desplaz. Subterraneo","Missile à charge pénétrante souterraine","Míssel de Deslocamento Subterrâneo","Вытесняющая ракета для добычи глубинных залежей","",""
"ships.module.name.hpt_mining_subsurfdispmisle_fixed_medium","Sub-Surface Displacement Missile","","","Misil de Desplaz. Subterraneo","Missile à charge pénétrante souterraine","Míssel de Deslocamento Subterrâneo","Вытесняющая ракета для добычи глубинных залежей","",""
"ships.module.name.hpt_mining_subsurfdispmisle_turret_medium","Sub-Surface Displacement Missile","","","Misil de Desplaz. Subterraneo","Missile à charge pénétrante souterraine","Míssel de Deslocamento Subterrâneo","Вытесняющая ракета для добычи глубинных залежей","",""
"ships.module.name.hpt_mining_abrblstr_fixed_small","Abrasion Blaster","","","Destructor de Abrasión","","Detonador de Abrasão","Абразивный бластер","",""
"ships.module.name.hpt_mining_abrblstr_turret_small","Abrasion Blaster","","","Destructor de Abrasión","","Detonador de Abrasão","Абразивный бластер","",""
"ships.module.name.hpt_mining_seismchrgwarhd_fixed_medium","Seismic Charge Launcher","","","Lanzador de Carga Sísmica","Lanceur à charge sismique","Lançador de Carga Sísmica","Пусковая установка для сейсмических снарядов","",""
