system,body,distance,material,x,y,z
Wregoe AL-F d11-18,2 a,411.019071,yttrium,814.78125,282,-47.25
Col 173 Sector KS-J d9-51,1 c,2900.365967,yttrium,1617.375,-124.84375,103.625
Col 173 Sector DV-G c10-3,A 2 a,800.302019,yttrium,1352.65625,-625.3125,-233.875
Synuefe SZ-E d12-18,1 b,1585.163708,yttrium,913.6875,-478.90625,46.25
Pencil Sector EG-X c1-7,AB 1 a,1884.313492,yttrium,874.6875,69.15625,-54.84375
FAUST 538,3 a,1577.978311,yttrium,468.3125,36.46875,-326.78125
Col 173 Sector JR-M d7-36,2 a,253.277767,yttrium,1710.625,-413.5,-89.34375
Praea Euq SS-M b7-6,A 4 a,36.066487,yttrium,869.84375,57.40625,390.71875
IC 2391 Sector TD-T b3-6,AB 2 a,22.466905,yttrium,558.84375,-148.78125,-6.6875
Plio Eurl UC-P c20-4,A 2 a,126.421591,yttrium,1400.25,399.59375,-178.875
Synuefe PK-Y b33-1,3 a,41.904972,yttrium,483.59375,-259.5,-333.5625
Prua Dryoae XX-V c4-10,4 a,42.848099,yttrium,1280.8125,-290.4375,416.71875
HIP 35638,A 6 e,2261.160165,yttrium,651.90625,-118.125,-261.125
Wregoe OU-T b44-3,A 3 a,59.330483,yttrium,634.4375,34.09375,-102.65625
Synuefe MD-Q d6-5,1 a,726.477588,yttrium,760.40625,-196.09375,-470.59375
Col 132 Sector JM-T b33-1,B 2 a,1143.442695,yttrium,1338.34375,-143.125,-402.65625
Synuefe GI-C b45-3,B 1 a,1826.969221,yttrium,712.15625,-361.46875,-93.21875
Col 132 Sector GN-Q b35-1,C 3 a,6831.273679,yttrium,1235.53125,-78.25,-363.21875
Col 173 Sector YT-I c9-2,2 a,95.690594,yttrium,1383.21875,-605.875,-288.15625
Chamaeleon Sector PX-U b2-1,B 2 a,590.589407,yttrium,481.3125,-241.53125,271.5
Swoilz FX-F b17-2,B 2 a,6470.946494,yttrium,1049.03125,-65.96875,578.21875
Graea Hypue AA-Z d85,7 a,2785.362154,yttrium,-990.4375,-971.71875,13110.59375
HIP 39214,ABCD 1 b,2560.905449,yttrium,491.59375,28.03125,-243
Wregoe FS-P b33-1,B 6 a,653.833827,yttrium,521.71875,110.25,-342.96875
Puppis Dark Region IH-V c2-6,B 3 a,1534.126256,yttrium,1425.875,-294.96875,-293.21875
IC 2391 Sector DG-X b1-5,A 2 a,29.150319,yttrium,515.78125,-88.09375,-52.78125
Graea Hypue YC-S c5-17,AB 3 a,2624.57028,yttrium,-199,-721.375,13258.6875
HIP 37313,2 d,1175.444015,yttrium,419.8125,22.625,-297.90625
Prai Hypoo HZ-I b4,B 1 a,2203.528334,yttrium,-9323.21875,-350.21875,7905.96875
Col 173 Sector PC-Q b23-0,A 4 a,51.359229,yttrium,1388.1875,164.21875,-199.9375
HIP 41730,12 d,3153.754128,yttrium,818.375,-7.90625,-149.9375
Eorl Auwsy QD-A d14-146,3 a,1595.125475,yttrium,4952.40625,217.78125,20681.15625
Puppis Dark Region B Sector CQ-Y c10,3 a,37.834145,yttrium,1297.34375,-0.3125,-392.625
Graea Hypue FS-R d5-229,C 1 a,2088.41398,yttrium,-905.125,-274.96875,13544.6875
Graea Hypue GV-T c5-3,2 a,108.435449,yttrium,-188.9375,-358.46875,13257.5
Vela Dark Region DL-Y d112,2 a,1643.618247,yttrium,924.46875,-171.8125,-98.21875
Synuefe LQ-T b50-1,B 1 a,1010.257466,yttrium,728.5,-155.65625,19.3125
Nyeajeou YQ-B d14-19,BC 1 a,9045.552601,yttrium,-9332.15625,-400.6875,7846.1875
Synuefe GV-T b50-4,A 3 a,46.574019,yttrium,663.46875,-127.5625,27.25
Synuefe XR-H d11-36,AB 1 a,2458.164377,yttrium,404.15625,-65.28125,-88.84375
Col 173 Sector HS-K d8-15,5 b,757.892982,yttrium,1069.1875,-474.8125,50.1875
Graea Hypue LL-X d1-6,4 a,1164.655673,yttrium,-286.625,-828.75,13216.6875
Col 173 Sector KB-O c6-3,B 6 a,12401.89018,yttrium,1296.875,-596.15625,-387.3125
Prua Dryoae GN-A d1-36,AB 2 a,1890.980989,yttrium,1276.65625,-333.15625,321.375
Col 173 Sector SO-P d6-10,AB 8 a,2155.295939,yttrium,1662.9375,85.28125,-178.65625
Graea Hypue XH-F c13-83,1 a,1110.67678,yttrium,-974.21875,-437.625,13610.21875
Col 132 Sector IC-L c8-1,B 4 a,1665.633862,yttrium,1215.375,-460.25,-784.4375
Wregoe AR-L c21-29,C 3 a,3608.076335,yttrium,520.25,17.84375,-123.1875
Synuefe CP-Q c21-12,1 b,1072.382189,yttrium,579.90625,-196.21875,-137.46875
Col 173 Sector IN-A c14-2,C 1 a,134533.1827,yttrium,1244.5625,-471.1875,-90.90625
Swoilz JQ-B c2-10,B 3,81429.04698,yttrium,1099.40625,-221.40625,301.375
Graea Hypue FC-B d1-856,2 a,1068.620582,yttrium,-904.625,-95.09375,13109.9375
Synuefe IT-F d12-39,AB 2 d,2019.258104,yttrium,814.28125,-143.40625,-4.75
Col 132 Sector DH-L d8-34,3 e,2649.733406,yttrium,1349.4375,-113.875,-345.03125
Col 173 Sector VA-N d7-50,A 2 d,768.577077,yttrium,931.9375,-238,-81.375
Puekee XY-S d3-539,3 a,2266.845785,yttrium,-777.71875,8.28125,13400.125
Col 173 Sector NY-R d4-23,6 a,3491.643174,yttrium,922.65625,-368.40625,-290.15625
Puekee SI-T d3-104,AB 1 a,2548.867736,yttrium,-857.15625,136.9375,13360.15625
HIP 43643,A 1 b,2304.637105,yttrium,633.5625,4.03125,-52.90625
Col 173 Sector RP-N d7-45,1 c,1301.002177,yttrium,1070.09375,-6.71875,-64.78125
Swoilz XD-A d1-8,2 a,752.690791,yttrium,999.59375,-487.40625,316.78125
Col 173 Sector IS-R d5-10,A 1 d,2195.207164,yttrium,1504.4375,243.8125,-253.1875
Col 173 Sector AR-L d8-57,1 b,896.732849,yttrium,1350.90625,-95.71875,-7.125
Praea Euq WB-O c6-12,5 a,3190.9298,yttrium,895.75,69.21875,532.875
Col 132 Sector HC-U d3-39,AB 3 a,1888.669952,yttrium,1177.4375,-135.15625,-773.1875
HIP 50279,A 5 b,2055.102986,yttrium,418.96875,6.53125,92.6875
Col 132 Sector WF-F c11-1,9 c,2071.388821,yttrium,1074.75,-553.875,-661.59375
Graea Hypue PD-Z d1-775,1 a,451.218236,yttrium,-621.15625,-154.1875,13220.75
Synuefe ED-H d11-49,AB 2 d,555.679925,yttrium,436.15625,-305.625,-28.40625
Graea Hypue HI-R d5-377,6 b,1595.313394,yttrium,-1071.75,-463.71875,13513.34375
Skaudai CH-B d14-104,1 a,1444.290448,yttrium,-5464.25,-554,10396.28125
Graea Hypue NE-P d6-313,BCD 6 a,243714.7066,yttrium,-1211.21875,-661.625,13601.09375
Col 173 Sector HI-J d9-8,2 a,1161.812192,yttrium,1071.0625,-319.09375,82.03125
Graea Hypue ZK-V d3-15,BC 7 a,54972.844,yttrium,-558.78125,-236.0625,13401.625
Col 173 Sector CC-K d9-100,3 a,1167.372768,yttrium,1314.53125,25.03125,55.78125
17 Canis Majoris,9 a,2911.264382,yttrium,392.90625,-69.84375,-308.03125
Graea Hypue JC-T d4-28,A 2 a,1163.112382,yttrium,-594.625,-426.4375,13448.09375
Synuefe AA-P c22-7,5 b,755.444059,yttrium,420.75,-172.78125,-75.0625
Col 132 Sector AH-L d8-83,2 a,683.210173,yttrium,1106.375,-107.375,-410.0625
Swoilz ST-E c6,1 a,197.572166,yttrium,587.375,-272.96875,239.625
Graea Hypue JQ-X d1-31,A 1 a,797.718908,yttrium,-265.59375,-764.1875,13184.96875
Synuefe AA-P c22-7,12 b,3611.203967,yttrium,420.75,-172.78125,-75.0625
NGC 2451A Sector EB-X c1-28,5 a,467.328731,yttrium,734.375,-78.09375,-278
Wregoe WI-T d3-29,A 2 a,807.066024,yttrium,812.5625,202.6875,-717.75
Graea Hypue FS-R d5-204,2 d,1670.517482,yttrium,-913.375,-325.28125,13518.25
Col 173 Sector YL-K d9-65,1 b,805.093454,yttrium,1369.5,163.5625,62.09375
Wregoe ZI-T d3-12,2 b,2796.841664,yttrium,988.15625,145.1875,-695.34375
Graea Hypue GI-Q d6-18,ABC 2 b,3104.88804,yttrium,-827.21875,-109.125,13597.34375
Col 132 Sector JN-J d9-36,7 b a,1642.077877,yttrium,1468.03125,-150.8125,-309.1875
Col 132 Sector VW-Z b14-0,A 3 a,24.464906,yttrium,1034.71875,-426.125,-800
Praea Euq RW-W d1-22,3 a,817.423649,yttrium,993.90625,163.8125,402.96875
Wregoe FS-P b33-1,A 3 a,66.156492,yttrium,521.71875,110.25,-342.96875
Wregoe LH-M d7-51,ABC 2 a,953.403032,yttrium,693.59375,186.875,-395.25
Swoilz DF-Y d1-22,1 a,793.589354,yttrium,977.09375,-543.875,440.96875
Col 173 Sector AI-G c12-30,C 3 a,54759.40975,yttrium,1155.46875,-1.46875,-170.90625
Pro Eurl DN-B b13-9,A 5 a,22.667268,yttrium,1237.46875,2.15625,502.96875
HIP 34744,12 a,1502.88461,yttrium,442.34375,-232.3125,177.84375
Prua Dryoae GZ-R b10-4,A 3 a,57.979973,yttrium,1309.21875,-91.15625,445.84375
Synuefe EF-P c22-0,1 a,2059.004438,yttrium,655.375,-144.0625,-102
Puekee CQ-P d5-245,A 4 b,1068.653015,yttrium,-831.4375,118.53125,13512.34375
Prua Dryoae XX-V c4-10,6 a,567.702628,yttrium,1280.8125,-290.4375,416.71875
Graea Hypue GI-Q d6-18,ABC 2 c,3104.639968,yttrium,-827.21875,-109.125,13597.34375
IC 2391 Sector EL-Y d55,1 b,952.290797,yttrium,601.875,-94.125,3.09375
Blaa Hypai SF-N d7-0,A 6 b,1692.876159,yttrium,1285.5,-705,12377.5
Col 173 Sector PB-A c15-8,1 a,195.254483,yttrium,866.875,-211.4375,-45.75
HIP 21073,ABCD 2 a,4123.723215,yttrium,678.75,-675.40625,-256.8125
Puekee KM-W e1-9,CDE 1 a,30368.40249,yttrium,-896.4375,32.03125,13380.9375
Col 173 Sector CJ-J b38-3,A 7 a,33.213353,yttrium,1483.84375,-312.3125,118.625
HIP 46193,5 d,1591.032225,yttrium,831.0625,87.28125,-33.6875
Swoilz BF-Y d1-16,ABCD 6 b,2216.269711,yttrium,829.4375,-519.4375,447.375
HIP 35638,B 3 a,39019.46182,yttrium,651.90625,-118.125,-261.125
HIP 33969,1 a,1212.85778,yttrium,660.125,-207.625,-161.4375
Graea Hypue JQ-X d1-91,4 a,4354.155596,yttrium,-294.875,-771.9375,13198.65625
Graea Hypue NI-R c5-3,1 a,164.856802,yttrium,-969.5,-879.9375,13269.25
Graea Hypue DF-Y d1-26,1 a,1756.545055,yttrium,-281.15625,-564.53125,13224.03125
Synuefe AR-K d9-13,A 5 c,1139.783967,yttrium,801.625,-314.875,-223.84375
Graea Hypue FS-R d5-247,1 a,1712.608839,yttrium,-886.125,-292.59375,13539.03125
Wregoe BV-O d6-14,3 b,260.370831,yttrium,878.65625,483.3125,-433.03125
Shrogaae IP-A d347,3 a,2919.384745,yttrium,4941.96875,217.4375,20716.71875
Synuefe NU-M d8-37,A 7 b,2878.206525,yttrium,377.09375,-181.71875,-311.21875
Graea Hypue NE-P d6-293,A 2 b,1128.43617,yttrium,-1216.59375,-662.03125,13586.28125
Graea Hypue EC-T d4-156,6 a,1471.702995,yttrium,-1022.1875,-441.21875,13448.34375
Shrogaae UU-A c111,3 a,2806.668622,yttrium,4925.8125,169.34375,20695.34375
Prai Hypoo SX-B d36,6 a,1338.871966,yttrium,-9294,-457.71875,7933.65625
Col 173 Sector GW-M d7-41,6 a,1600.908318,yttrium,1682.6875,-315.59375,-81.59375
Pro Eurl FG-Y d57,5 e,697.570157,yttrium,1334,3.1875,316.9375
Flyua Dryoae ZR-H d11-53,1 b,528.833209,yttrium,1842.9375,-57.59375,-100.53125
NGC 3199 Sector DL-Y d12,2 a,1099.578134,yttrium,14563.875,-302.53125,3509.9375
Col 173 Sector AR-L d8-57,2 a,891.73873,yttrium,1350.90625,-95.71875,-7.125
Wregoe TC-V d2-3,4 a,710.60371,yttrium,859.84375,149.46875,-767.21875
Wregoe EF-Q d5-15,A 4 a,737.96409,yttrium,1123.59375,314.65625,-581.96875
Skaudai DH-B d14-82,1 e,1259.168939,yttrium,-5411,-524.40625,10441.71875
HIP 33177,4 a,1101.86567,yttrium,506.9375,-65.65625,-484.71875
Col 173 Sector JS-J d9-37,2 a,1718.527933,yttrium,1570.15625,-174.6875,119.03125
Synuefe PB-T b37-0,A 1 a,41.594546,yttrium,530.71875,-82.90625,-249.5625
Eorl Auwsy QD-A d14-257,3 g,1321.188155,yttrium,4962.375,222.59375,20654.34375
Wregoe XU-F d11-8,10 a,2880.649134,yttrium,833.125,414.4375,-95.03125
Shrogaae UU-A c144,6 c,109.561886,yttrium,4925.625,156.34375,20732.71875
Wregoe ZZ-G d10-74,5 a,726.400236,yttrium,876.375,149.90625,-127.34375
Puekee JG-Y e207,BC 7 b,16472.14679,yttrium,-490.75,4.28125,13251.625
Graea Hypue LJ-P d6-361,3 c,1837.957181,yttrium,-1249.6875,-584.78125,13613.125
Col 132 Sector WZ-D c13-12,4 a,1941.61256,yttrium,1705.28125,-101.6875,-557.71875
Vela Dark Region KR-W c1-24,7 e,640.87417,yttrium,1036.875,-163.59375,-85.96875
Col 173 Sector PB-A c15-8,1 b,193.198238,yttrium,866.875,-211.4375,-45.75
Graea Hypue FS-R d5-204,2 c,1670.506632,yttrium,-913.375,-325.28125,13518.25
Graea Hypue LS-S d4-145,A 6 a,1078.304948,yttrium,-724.3125,-588.3125,13419.625
Col 173 Sector QR-P c20-5,5 a,1843.169556,yttrium,1058.65625,-174.1875,179.3125
Synuefe QT-P d6-1,BC 2 a,33116.53913,yttrium,759.625,-422.25,-480.96875
Wregoe XF-L c22-8,1 a,1342.549963,yttrium,791.5,329.875,-78.6875
Col 132 Sector DL-O d6-26,B 1 a,361170.3976,yttrium,1664.78125,-290.34375,-555.4375
Col 173 Sector AA-P d6-16,2 a,2772.433287,yttrium,1815.5,-168.9375,-179.53125
Skaudai AM-B d14-60,5 a,2670.551805,yttrium,-5466.75,-483.15625,10434.6875
Blaa Hypai SF-N d7-0,A 5 e,1249.467156,yttrium,1285.5,-705,12377.5
Synuefe EN-H d11-29,6 a,1252.520186,yttrium,745.6875,-115,-91.34375
Blae Eork RU-D d13-0,4 a,728.899796,yttrium,8685.3125,-218.84375,2657.21875
Praea Euq TM-W d1-41,3 a,696.771721,yttrium,846.4375,38.4375,454.09375
NGC 2451A Sector IR-W d1-60,1 a,1510.163395,yttrium,776.5,-154.1875,-193.5
HIP 43643,B 1 b,43004.54448,yttrium,633.5625,4.03125,-52.90625
HD 45077,5 a,2774.062315,yttrium,901.4375,-423.625,-184.21875
Prua Dryoae IO-X d2-57,1 e,877.771687,yttrium,1250.40625,-71.1875,470.125
HD 45077,2 a,1517.684867,yttrium,901.4375,-423.625,-184.21875
Col 173 Sector TA-M d8-39,4 a,1809.907052,yttrium,1066.46875,109.78125,30.75
Wregoe DI-L c8-3,1 f a,434.816542,yttrium,1176.53125,243.125,-687
Graea Hypue JQ-X d1-86,BC 4 b,24294.73296,yttrium,-281.625,-782.40625,13251.15625
Graea Hypue LL-X d1-38,3 a,1236.189382,yttrium,-239.25,-860.0625,13186.3125
Col 132 Sector TK-N d7-109,AB 1 b,2221.139058,yttrium,1146.1875,-7.5,-437.75
Synuefe MT-O d7-107,ABCD 3 a,1836.86247,yttrium,761.40625,-86.90625,-404.53125
Col 173 Sector QJ-Q d5-20,9 a,2969.113877,yttrium,996.78125,-308.375,-207.53125
IC 2391 Sector FL-Y c6,A 1 c,415.663748,yttrium,582.8125,-119.1875,-55.65625
Wregoe DB-F d11-9,AB 2 a,1898.947555,yttrium,713.90625,72.09375,-59.6875
Graea Hypue ZK-V d3-14,A 1 c,716.445793,yttrium,-612.65625,-212.46875,13356.3125
Col 132 Sector YL-L d8-75,2 c,1054.71984,yttrium,1117.65625,-47.40625,-414.9375
Graea Hypue RU-V d3-1143,7 a,2593.746718,yttrium,-933.0625,-80.25,13379
Shrogaae IP-A d324,1 a,2189.691887,yttrium,4937.96875,226.15625,20699.4375
Wregoe CT-J c9-3,5 c a,970.019293,yttrium,1092.3125,293.40625,-659.96875
Col 173 Sector KY-Q d5-9,3 a,1781.403541,yttrium,1022.03125,-70.71875,-196.09375
Plio Eurl AB-F d11-62,3 b a,2966.359737,yttrium,1742,133.46875,-91.8125
Col 140 Sector BQ-Y d4,3 b a,1621.13985,yttrium,1097.46875,-163.15625,-632.25
Prai Hypoo QC-C d35,A 2 b,1460.589917,yttrium,-9289.1875,-408.09375,7905.625
Wregoe MX-L d7-70,A 3 a,1642.466292,yttrium,421.4375,33.5625,-389.3125
Graea Hypue RP-N d7-292,7 c,2573.199231,yttrium,-1064.09375,-580.84375,13695.59375
Eorl Auwsy UT-Z d13-2019,A 3 c,1087.198928,yttrium,4973.9375,96.0625,20622.4375
Col 132 Sector WO-R d4-19,A 3 b a,1680.227418,yttrium,1388.25,-449.78125,-684.25
Col 173 Sector PY-R d4-16,7 a,1815.225391,yttrium,1121.59375,-419.46875,-309.59375
Graea Hypue ZK-V d3-15,A 3 a,1424.375212,yttrium,-558.78125,-236.0625,13401.625
Plio Eurl UV-D d12-0,5 a,3161.830475,yttrium,1385.125,304.09375,-15.46875
Prua Dryoae RU-W d2-15,2 b,2780.772429,yttrium,1310.3125,-393.8125,492.78125
Wregoe OR-N d6-38,A 1 b,1119.774704,yttrium,967.46875,-14.15625,-502.4375
Skaudai EC-B d14-72,1 a,1532.958769,yttrium,-5435.375,-586.6875,10425.625
Eorl Auwsy SY-Z d13-3032,1 b a,1456.479476,yttrium,4956.375,210.0625,20621.625
Praea Euq JA-A d60,8 a,1166.768529,yttrium,699.9375,-13.25,289.5625
Swoilz XD-A d1-23,1 a,785.275486,yttrium,991,-450.9375,336
HD 71269,6 d,2025.657429,yttrium,1273.90625,51.15625,-363.9375
HIP 34953,2 a,3020.608835,yttrium,479.09375,13.375,-491.71875
Col 173 Sector VP-N d7-109,A 1 a,510.077266,yttrium,1380.125,-21.375,-79.8125
Eorl Auwsy VT-Z d13-732,A 2 c,771.970019,yttrium,4976.59375,76.46875,20635.84375
Graea Hypue AQ-X e1-4,6 a,6597.016166,yttrium,-648.53125,-303.40625,13390.625
Wregoe KC-M d7-36,1 a,1267.438055,yttrium,444.8125,105.3125,-383.4375
Synuefe FA-Y c17-0,1 a,472.546355,yttrium,483.90625,-115.59375,-301.90625
Shrogaae JK-A d2140,AB 2 b,1620.131915,yttrium,4891.4375,163.34375,20711.90625
HIP 54168,11 c,1947.056857,yttrium,496.40625,-39.6875,201.78125
Graea Hypue FS-R d5-228,10 a,2525.779056,yttrium,-918.3125,-276,13554.53125
Col 132 Sector VO-R d4-9,1 c,1820.951142,yttrium,1331.9375,-432.34375,-736.75
Wregoe TO-Z d13-145,1 a,1455.127094,yttrium,833.4375,1.71875,155.46875
Graea Hypue JQ-X d1-1,ABC 7 a,2897.47069,yttrium,-294.5,-803,13185.3125
Col 173 Sector MN-R d5-35,1 a,2362.218013,yttrium,1641.96875,136,-213.3125
Graea Hypue IS-R d5-469,5 a,1138.915565,yttrium,-644.375,-304.28125,13539.6875
Synuefe KO-F d12-68,B 3 a,389486.7394,yttrium,800.96875,-196.28125,-21.375
HD 63154,B 2 a,147033.7725,yttrium,979.46875,-207.40625,-131.59375
NGC 3532 Sector AG-X d1-53,A 3 a,1299.418052,yttrium,1292.3125,108.8125,524.375
Wregoe ZI-T d3-12,1 e a,1994.610235,yttrium,988.15625,145.1875,-695.34375
Synuefe YY-Q c21-19,3 a,746.708604,yttrium,589.15625,-144.5,-107.84375
HD 51770,8 a,2000.140889,yttrium,1377.5,-526.25,-153.40625
Col 132 Sector WO-R d4-19,A 1 c a,988.254622,yttrium,1388.25,-449.78125,-684.25
Wregoe GB-N d7-5,7 b,2000.379335,yttrium,941.84375,518.125,-394.34375
Col 173 Sector HI-J d9-8,2 c a,1157.838885,yttrium,1071.0625,-319.09375,82.03125
Graea Hypue PU-N d7-392,5 e a,1845.161333,yttrium,-1047.09375,-476.03125,13690.5625
Col 132 Sector VO-R d4-6,6 a,3456.693697,yttrium,1332.71875,-437.5,-714.78125
Graea Hypue ZK-V d3-14,A 2 a,920.264129,yttrium,-612.65625,-212.46875,13356.3125
Synuefe VB-P c21-4,1 a,369.138523,yttrium,718.8125,-529.09375,-105.3125
Col 173 Sector ZV-U d3-37,A 9 d a,1663.281174,yttrium,1083.6875,121.65625,-401.84375
HIP 33076,11 a a,2082.711542,yttrium,545.6875,-49.75,-603.84375
Graea Hypue RP-N d7-304,A 5 c a,1523.753956,yttrium,-1079.375,-522.78125,13669.34375
Prai Hypoo WD-A d1-41,6 d a,2274.212895,yttrium,-9326.09375,-425.46875,7995.59375
Praea Euq EZ-S d3-14,2 b a,2485.577446,yttrium,1127.75,43.78125,547.28125
Col 140 Sector DL-Y d20,2 d a,1862.172308,yttrium,1102.21875,-190.625,-644.4375
Synuefe UY-R b34-0,4 a,39.204218,yttrium,1056.71875,-750.53125,-306.96875
Eorl Auwsy SY-Z d13-5705,1 c a,1570.52935,yttrium,4937,189.78125,20627.125
HIP 34275,A 9 b a,1728.211885,yttrium,853.625,-214.6875,-329.78125
QY Carinae,4 d a,3749.388345,yttrium,1238.84375,-34.5625,295.40625
Pro Eurl KQ-Y c21,6 a,2286.686806,yttrium,1640.21875,56.75,265.46875
Synuefe QY-H c26-6,14 a,1402.800974,yttrium,420.5,-163.96875,69.1875
Synuefe OU-M d8-66,3 b a,2948.28202,yttrium,482.0625,-154.625,-305.53125
Graea Hypue NE-P d6-61,A 10 c a,1036.424059,yttrium,-1210.3125,-662.125,13598.71875
Wregoe LY-T b45-2,A 4,55.474274,yttrium,875.375,233.59375,-76.5
Swoilz DQ-W d2-14,3 d a,1433.525321,yttrium,869.625,-434.53125,516.40625
HIP 34305,ABC 1 a a,4253.910162,yttrium,457.375,-135.34375,-117.34375
HIP 32882,9 b a,4520.879792,yttrium,794.96875,-181.71875,-547.875
Col 173 Sector XO-R d4-15,2 d a,1678.913339,yttrium,1407.34375,-584.625,-300.40625
Col 132 Sector AY-W c16-23,AB 6 a a,2647.030619,yttrium,1254.78125,-80.46875,-410.09375
HD 49260,16 d a,6850.659494,yttrium,1171.09375,-446.6875,-279.21875
Eorl Auwsy RY-X c28-262,2 a,112.631585,yttrium,4940.21875,115.03125,20679.75
Wregoe AU-R d4-16,8 b,2295.502787,yttrium,959.75,228.28125,-638.59375
Skaudai HZ-A c29-2,2 a,1380.875781,yttrium,-5457.8125,-521.25,10428.21875
Wregoe VX-B c13-12,A 1 a,1076.612252,yttrium,865.09375,99.28125,-503.75
Col 132 Sector MV-O a67-2,3,22.067711,yttrium,1230.25,-37.875,-395.15625
Eorl Auwsy PS-Z c27-251,1 a,1002.020475,yttrium,5020.375,125.03125,20633.59375
Shrogaae YP-A c417,1 a,548.631162,yttrium,4980.25,118.0625,20697.1875
Col 132 Sector HR-T b33-5,B 2,167809.6097,yttrium,1352.875,-108.40625,-385.78125
Synuefe RY-E b45-9,B 1,291262.9765,yttrium,439.90625,-68.1875,-96.71875
Eorl Auwsy TY-Z d13-6024,6 a,3193.965873,yttrium,5041.40625,171.75,20659.03125
Eta Carina Sector GB-X c1-11,10 b,1381.537428,yttrium,8632.96875,-122.3125,2690.75
Swoilz KL-U c4-2,ABCD 4 b,1452.874074,yttrium,900.125,-588.03125,434.84375
Col 173 Sector KN-K d8-8,4 b,1042.62614,yttrium,1190.09375,-538.5,-11.9375
NGC 3532 Sector BF-N a8-0,C 1,7851.086051,yttrium,1496.40625,-32.8125,387.78125
IC 2602 Sector UX-T b3-5,1,20.044331,yttrium,621.28125,-87.5,95.5625
Praea Euq BN-M c7-10,A 10 d,1589.243198,yttrium,1024.46875,106.15625,560.1875
Prai Hypoo NG-C c1-2,D 3 a,276021.2341,yttrium,-9294.4375,-459.28125,7952.59375
Col 173 Sector CI-X b45-4,5 a,83.016092,yttrium,1288.625,-104.28125,279.96875
Puekee TW-E c11-160,A 2 b,625.925125,yttrium,-416.8125,-5.25,13499.75
Synuefe RU-P b51-1,5 a,92.859997,yttrium,838.25,-375.5,41.75
Swoilz XA-I b2,A 1 a,49.194838,yttrium,1037.46875,-465,218.78125
Col 173 Sector XS-R c5-1,4 b a,1091.648349,yttrium,1739.65625,-215.71875,-426.84375
Synuefe NC-P b24-1,2 a,75.775401,yttrium,533.40625,-360.65625,-525.8125
Synuefe EF-V b49-2,5 a,49.200532,yttrium,617.09375,-178.21875,2.46875
Col 132 Sector LF-U c17-12,3 a,556.507848,yttrium,1112.25,-304.125,-374.25
Graea Hypue MT-P c6-1,7 a,137.419331,yttrium,-1076.3125,-851.625,13329.78125
Swoilz ST-E c6,2 c,259.99745,yttrium,587.375,-272.96875,239.625
Col 132 Sector MT-Q b21-3,A 5 a,42.948298,yttrium,963.21875,-101.03125,-662.09375
Graea Hypue AL-X d1-126,B 1 a,6482.613317,yttrium,-1143.375,-868.84375,13235.375
IC 2602 Sector FG-X c1-23,1 b,325.759473,yttrium,546.3125,-52.21875,118.75
Synuefe GA-Y c17-13,3 d,234.810989,yttrium,525.75,-109.9375,-266.96875
Flyua Dryoae GV-A c15-0,2 b,265.419555,yttrium,1252.0625,-633,-424.59375
Flyua Dryoae UN-K c24-10,A 3 b,447.444787,yttrium,1779.625,-356.375,-20.03125
Praea Euq SV-P c5-17,3 a,330.671649,yttrium,901.09375,94.09375,480.75
Graea Hypue KA-W c3-14,2 a,262.603713,yttrium,-282.8125,-661.28125,13208.09375
Col 173 Sector RD-A c14-4,4 b a,208.056242,antimony,1433.75,-561.59375,-82.1875
Vela Dark Region GW-W c1-2,1,19.273857,antimony,940.65625,-136.59375,-88.75
Prua Phoe XY-Z d42,3,64.972197,antimony,-5525.5625,-559.09375,10547.71875
HIP 47983,AB 4 c a,3618.447333,antimony,403.75,77.875,-8.59375
Col 173 Sector FB-O d6-5,2 e a,1530.297811,antimony,1414.0625,-575.875,-140.625
Col 173 Sector BS-Z c14-0,8 d a,939.718042,antimony,1179.4375,-299.6875,-64.0625
HIP 40415,8 a a,3367.276995,antimony,461.5,-212.34375,188.3125
HD 63343,5 d a,2646.306065,antimony,1327.5625,-246.3125,-234.5
HIP 38968,A 11 a a,2922.410222,antimony,531.71875,157.6875,-496.9375
Col 173 Sector BM-L d8-12,A 7 b a,1711.576339,antimony,1274.5625,-115.09375,40.3125
Wregoe CF-R d4-23,5 c,2803.51837,antimony,600.46875,17,-660
Eorl Auwsy SY-Z d13-3123,A 2 c a,1749.561147,antimony,4906.5,160.71875,20669.4375
Graea Hypue LN-S d4-117,10 b a,3256.891569,antimony,-927.03125,-671.8125,13469.40625
HIP 27555,4 c a,1677.702311,antimony,416.59375,-239.375,-258.15625
70 G. Carinae,7 c a,2099.544607,antimony,442,-136.875,48.6875
HIP 51217,5 e a,1684.192707,antimony,536.6875,108.53125,75.9375
Col 173 Sector CB-E c12-0,A 1,13.812048,antimony,1329.5625,-500.34375,-183.28125
Col 173 Sector ON-S d4-15,1 c a,1467.288604,antimony,1478.53125,-136.09375,-281.75
HIP 40415,5 e a,1998.886945,antimony,461.5,-212.34375,188.3125
Eorl Auwsy UT-Z d13-697,A 4 d a,2790.736216,antimony,4922.6875,74.40625,20629.46875
Graea Hypue NY-Q d5-118,10 b a,2144.974735,antimony,-915.25,-613.78125,13527.46875
HR 2981,B 8 d a,486037.0523,antimony,561.65625,-76.9375,-174.0625
Synuefe JM-V e2-4,8 a a,3536.617143,antimony,759.34375,-636.0625,-511.875
