system,body,distance,x,y,z,material
Ceeckia CI-Q d6-1,C 2 a,328125.0053,-1113.4375,-130,64837.625,ruthenium
Syrivia TY-I c9-3,C 2 c,29726.0145,18300,101.53125,54413.78125,ruthenium
Col 89 Sector MW-V d2-35,C 1 a,455425.286,896.6875,158.34375,-4532.71875,ruthenium
Pyult HH-C c29-4,BC 2 d,28461.81628,467.625,-256.40625,-3632.34375,ruthenium
Phoo Aeb PI-T d3-1,B 6 b,450067.6482,-11289.34375,203.9375,-7122.6875,ruthenium
Hypua Hypoo HM-C d8,B 4 c,309466.469,-9686.5,-249.15625,-8665.53125,ruthenium
Fraufae BC-T d4-3,C 14 c,216009.6969,-28111.875,-472.3125,1920.125,ruthenium
Dryuae Chreou RF-A c0,B 11 a,290065.5605,-36420.71875,19.75,28375.09375,ruthenium
Dryae Phoe RY-Y d1-0,C 3 a,156785.8935,19855.40625,-231.21875,-9821.875,ruthenium
Pyult HH-C c29-4,BC 2 c,28461.82421,467.625,-256.40625,-3632.34375,ruthenium
Myeadou PH-T c4-0,B 5 e,88358.80268,3198.28125,431.59375,-7233.5,ruthenium
Dryi Ain NT-Z c13-0,C 4 b,41638.61257,-4870.15625,17.8125,-9390.6875,ruthenium
Dryaa Hypai JN-A d1-1,B 2 d,76642.39852,7872.3125,-330.21875,-12426.1875,ruthenium
Oochost CL-F c14-0,B 2 f,399530.7658,-1183.34375,-63.46875,-1740.96875,ruthenium
Ploi Thua QG-A c28-1,B 4 a,348394.2006,-863.90625,216.65625,-2417.25,ruthenium
Pidgoi NA-L d9-0,B 11 c,442972.5186,-31969.75,-161.96875,1048.53125,ruthenium
Syroifue NT-F c25-1,B 2 b,237762.476,30317.40625,269.09375,6429.65625,ruthenium
Voab ZE-R d4-5,CDE 5 e,51016.09453,9361.6875,3.5,-12140.1875,ruthenium
Dryaea Phlai RV-K d9-0,B 4 f,54050.44143,-12608.9375,1036.5,-11716.0625,ruthenium
Pyriveae PY-R c20-6,BC 8 d,21691.05269,-1192.5,-286.75,54874.3125,ruthenium
Praichao VK-V d3-12,D 6 a,57941.81365,-32937.625,-241.84375,44059,ruthenium
Pheia Aewsy ZA-Z c1,B 2 a,228325.5191,1121.5,160.4375,-7412.53125,ruthenium
Dryoi Eaec HF-C d14-3,B 7 b,47127.22825,-3762.84375,-159.59375,-8753.875,ruthenium
Pyriveae TB-J d10-5,B 1 c,88745.25063,-1264.59375,-190,54891.90625,ruthenium
Spliehn PN-B d13-3,B 5 a,425949.6129,17684.15625,69.6875,-12700.28125,ruthenium
Slegao TD-C c15-1,B 8 c,479373.1987,-1291.1875,-354.34375,-2959.6875,ruthenium
Pyrie Euq JL-Y d2,C 7 a,81046.65304,515.34375,70.875,61788.34375,ruthenium
Oochost JN-O c21-0,D 3 a,35205.23027,-259.28125,-662.28125,-1423.3125,ruthenium
Hacho ZA-F d11-1,C 5 a,43501.61369,-21398.875,98.53125,46011.09375,ruthenium
Ceeckia XQ-W c18-0,B 4 b,248304.8703,-73.59375,-31.0625,65043.0625,ruthenium
Hegoo ME-P d6-1,D 10 b,91976.0474,1225.4375,625,-3061.875,ruthenium
Phoo Aim XL-C d13-6,B 9 e,262655.9827,16981.03125,505.9375,-3780.65625,ruthenium
Thuecheae HN-Q d6-130,B 5 f,266169.2216,-1884.34375,-68.40625,53275.125,ruthenium
Throefou MN-R d5-26,C 7 c,495679.0606,5859.65625,-375.96875,49397.625,ruthenium
Scheau Prou II-Z d1-1,CD 4 c,27643.71381,-36835.625,-70.0625,24744.15625,ruthenium
Syneaxee BQ-G d10-0,CD 1 a,124755.0664,-5736.0625,-19.3125,61257.84375,ruthenium
Hypoae Aip CX-I c10-0,B 1 b,28390.53086,5380.53125,457.28125,-5740.40625,ruthenium
Thuecheae SL-J d10-7,B 1 c,175205.9815,-2259.03125,-44.96875,53584.4375,ruthenium
Winds CE-T d3-0,B 6 b,72525.71101,20261.71875,56.53125,-12261.03125,ruthenium
Nyauthou QW-F c15,B 3 c,60775.58522,-2600.03125,-32.78125,55260.15625,ruthenium
Praea Theia CA-A d5,B 4 d,288014.7916,7780.625,8.28125,-2311.375,ruthenium
Grea Bliae PL-Y c3-4,B 3 a,86217.48734,-12633.5625,-119.84375,54155.5,ruthenium
Kasu QO-R d4-1,C 7 f,15224.59388,-34554.4375,205.90625,32653.25,ruthenium
Thuecheae CH-S d5-78,D 5 b,535987.4375,-1925.40625,-57.4375,53213.75,ruthenium
Qaugneau XQ-S c18-4,B 2 b,74894.98323,-2016.0625,386.53125,56090.1875,ruthenium
Thor's Helmet Sector FW-W c1-1,BC 3 c,16279.99762,2625.40625,-42.8125,-2496.5,ruthenium
Ihab TO-Z d13-0,BCD 2 c,205183.1765,23859.15625,48.53125,46271.78125,ruthenium
Sutchooe SR-W d1-50,C 3 b,136564.9464,910.15625,79,49067.03125,ruthenium
Gludgooe SO-Y c14-8,B 3 a,405171.115,4366.65625,137.875,-4263.21875,ruthenium
Outotz JN-K d8-9,BC 4 b,17854.27482,237.59375,205.84375,-1562.1875,ruthenium
Flyooe Eohn VJ-P d6-1,BC 1 a,239075.7431,843.65625,-526.5,-2997.6875,ruthenium
Phroea Hypai DE-B d3,B 2 a,109766.8559,3761.625,-808.09375,-7462.46875,ruthenium
Phroea Phio FW-P c8-31,CD 4 a,209917.019,3681.59375,-87.46875,-4520.75,ruthenium
Prue Eop US-R c18-0,CD 4 b,208143.8778,17695.84375,-1099.21875,-1544.6875,ruthenium
Eon Flye WY-A c16-0,B 4 b,52822.77624,37295.0625,-259.3125,17540,ruthenium
Cyoidai JD-I d10-8,B 2 c,280898.8806,574.71875,-646.40625,-6564.03125,ruthenium
Smootie MR-N c6-0,B 1 a,184450.5943,14419.8125,-23.96875,51700.53125,ruthenium
Nyauthou VE-K c11-8,B 3 d,71833.02388,-1441.9375,-171.59375,55737.53125,ruthenium
Glufoa NW-W d1-0,B 7 a,84679.3454,-10861.5,144.3125,-4735.1875,ruthenium
Iowhowns DM-D d12-1,B 5 e,27925.47503,-32759.03125,143.53125,16655.6875,ruthenium
Viqs YI-G c24-0,BCD 4 a,65265.63936,-64.53125,17.84375,-11544.40625,ruthenium
Thuecheae EG-O c22-2,B 3 c,260851.6058,-2294.3125,-322.5,53665.28125,ruthenium
Aidoct HX-L d7-7,BCD 3 f,69511.90058,-1232.125,11.875,-14426.78125,ruthenium
Dryeae Brou QO-N c8-0,B 4 b,193342.9267,26176.09375,697.78125,31298.75,ruthenium
Hypuae Ain TL-A c28-0,BCD 4 d,18287.01156,650.0625,290.3125,-4948.15625,ruthenium
Cheia Drye JW-C d1,B 3 a,396089.7951,-1572.625,-86.90625,60431.5625,ruthenium
Dryao Ain FC-D c12-0,B 2 c,151915.5942,-1110.0625,14.1875,-9499.5,ruthenium
Scheau Phoea SO-H d10-5,B 6 c,53616.81308,4616.1875,-871.375,-5257.375,ruthenium
Oochorrs IL-C c1-0,D 1 c,401841.3616,822.6875,-408.25,-2300.03125,ruthenium
Dryooe Eaescs HH-S c18-0,C 3 f,25402.85726,-12015.84375,-946.40625,-9193.375,ruthenium
Qaugnaae WI-S d4-10,B 2 f,266233.9396,-2772.6875,476.09375,55668.125,ruthenium
Puwhio EP-R d4-0,B 8 a,23354.97735,2376.03125,136.4375,62072.9375,ruthenium
NGC 2244 Sector FW-L c8-9,B 6 a,19380.5555,2179.90625,-213.28125,-4266.9375,ruthenium
Col 89 Sector VU-N d7-1,D 2 b,304010.7597,707.5,491.28125,-4116.90625,ruthenium
Scheau Phio PH-C d13,B 3 c,303799.7942,2320.1875,-308.28125,-6126.75,ruthenium
Drootiae OZ-B c2-3,B 1 b,72122.0205,-16207.09375,-129.78125,51511.96875,ruthenium
Truechiae UW-A c27-21,B 1 a,23519.39188,-2295.09375,-3.1875,53861.84375,ruthenium
Flyae Prou UR-W c4-0,BCD 4 e,57060.96682,-31819.84375,-143.40625,40099.46875,ruthenium
Eifaidst ZT-Z c16-0,BC 3 c,79165.78512,33656.3125,-140.78125,11180.78125,ruthenium
Wruetheia QO-O d7-0,CDE 4 f,318601.4426,-4215.28125,1105.9375,48228.875,ruthenium
Phroea Phio EH-S d5-36,BCD 2 c,211330.0738,3304.34375,-77.6875,-4416.96875,ruthenium
Crooke AA-A c1,B 9 b,38603.22645,-29490.28125,-8.4375,11766.4375,ruthenium
Tyriedgau CP-Z d0,B 3 a,298617.1134,30344.78125,548.9375,1579.25,ruthenium
Syraumie MG-D c29-15,B 9 c,99157.63286,-18143.9375,-35.5,42439.84375,ruthenium
Fedgie OO-O d7-4,B 3 b,208462.4674,13594.46875,-107.75,-2944.53125,ruthenium
Blae Flyoae WT-I d9-0,B 3 f,457354.074,-32376.5625,-1141.875,43258.625,ruthenium
Byeia Bre NX-L d7-31,B 3 b,454845.1912,-2032.6875,12.15625,57226.28125,ruthenium
Loijuae CL-W d2-1,B 9 a,61463.55083,26195.125,720.5625,32526.21875,ruthenium
Ceeckaea CZ-Q c21-0,BC 2 d,64532.66285,-1788.5625,-108.40625,65174.71875,ruthenium
Bludgeou RS-N c21-1,B 2 b,68038.62841,-23048.03125,483.6875,-3975.15625,ruthenium
Truechiae YC-I c23-14,B 4 b,590273.3386,-2429.375,44.28125,53706.1875,ruthenium
Gludgai KO-Z d13-15,BCD 2 b,455603.3325,9131.5,12.46875,-3678.65625,ruthenium
Phrio Phoea ND-R c21-12,B 7 a,47494.6333,4062.875,-72.53125,-3970.9375,ruthenium
Phae Euq CW-L c21-0,B 4 a,501706.9298,14736.25,57.125,-14219.9375,ruthenium
Dryu Airg KO-O d7-0,B 7 b,258531.6975,-11092.96875,1107.9375,-9374.78125,ruthenium
Hyuept AM-E c27-0,D 2 a,223194.1351,7619.1875,-540.03125,-12703.15625,ruthenium
Wizz YW-I d10-0,B 5 d,28461.00528,22024.71875,949.96875,-11691.96875,ruthenium
Drootie QL-W c18-34,B 10 b,393731.2405,-437.125,-84.6875,52243.09375,ruthenium
Roefe XP-V d3-24,C 5 b,110729.878,26269.4375,-162.34375,42819.625,ruthenium
Flyai Pre SO-Z d6,B 9 d,332835.7957,-22907.03125,-723.125,40013.0625,ruthenium
Thuecheae KT-G c27-13,B 5 a,340706.5741,-2268.78125,-42.4375,53865.1875,ruthenium
Eorld Hypa FC-J d10-5,C 6 b,68655.90842,-2802.6875,-243.875,-12938.59375,ruthenium
Eos Brai ZE-E c13-3,B 3 d,13660.12387,-29763.5625,612.5625,30253.125,ruthenium
Eor Aescs YI-B c13-1,B 11 a,124312.253,-6943.1875,-22.5625,-13304.03125,ruthenium
Eonofs EO-G c27-7,B 8 c,255393.9869,28121.03125,-90,5221.78125,ruthenium
Hypoea Hypooe XU-I c12-7,C 7 c,39542.85301,-18014.625,-69.5,-8194.5,ruthenium
Byua Chraei JB-O d6-17,B 3 a,32123.7936,-2951.28125,169.09375,54555.34375,ruthenium
Splierd AX-V c2-0,B 9 a,89833.06857,2290.84375,248.25,-13713,ruthenium
Sutchue NO-G c11-7,C 7 c,129839.6324,4158.875,353.125,49362.90625,ruthenium
Blaa Bli JG-A c3-47,C 2 b,16612.02102,2383.0625,-125.125,52827.03125,ruthenium
Flyue Eop FW-U d3-0,B 5 d,474984.5304,17334.125,-433.625,-3269.5625,ruthenium
Spliehn HS-K d8-1,B 10 e,61243.54387,16880.1875,277.5,-13103.84375,ruthenium
Hypi Phlai EN-W c1-7,BC 1 a,86197.54971,-18349.34375,-16.28125,-8638.8125,ruthenium
Fedgie VK-A c3-7,BC 2 a,22818.87356,13433.90625,-69.9375,-3488.28125,ruthenium
Qiefoea HR-W e1-1,B 5 d,84711.12902,5344.0625,-1036.8125,-5812.53125,ruthenium
Dryae Eaescs EB-U d4-2,B 7 c,105140.3571,-13018.03125,-86.375,-9616.8125,ruthenium
Shaulaa FZ-S d3-46,B 7 b,51443.15853,-30825.3125,-2.34375,28732.0625,ruthenium
Eorl Chreou MQ-G c10-0,B 2 a,71886.85564,-36379.6875,-22.46875,27536.90625,ruthenium
Syriae Thaa SI-B d13-1,B 5 b,53259.54787,-1469.90625,-11.28125,64109.21875,ruthenium
Pheia Aihm SO-I d9-14,B 4 d a,233306.7442,8107.5625,84.125,-4047.71875,ruthenium
Preae Chruia LT-Q d5-3,D 6 d,36561.25106,2590.34375,607.75,49391.125,ruthenium
Flyua Eork PO-H c26-0,B 2 e,58785.24323,1501.21875,-233.6875,-2477.75,ruthenium
Col 107 Sector LY-H d10-50,C 6 d,72259.78837,2513.9375,-174.28125,-4667.75,ruthenium
Hypiae Fraae UR-W d1-0,B 3 a,370981.5619,-38611.3125,56,24750.625,ruthenium
Oombaiwns AF-V c17-0,B 3 c,445696.2745,-32144.9375,-741.34375,47058.8125,ruthenium
Pria Eurl JM-W d1-49,B 11 c,87780.33779,21835.6875,-7.5,394.9375,ruthenium
Thuecheae AY-F d12-11,D 2 b,88128.64035,-2288.875,-92.09375,53741,ruthenium
Scheau Phio AS-H d11-9,B 2 c,149902.609,1862.71875,-103,-5221.09375,ruthenium
Pria Eurl JM-W d1-49,B 11 d,87780.10178,21835.6875,-7.5,394.9375,ruthenium
Prue Proae KF-A d0,CD 1 b a,426160.7395,-13175.09375,-1222.0625,41180.5,ruthenium
Thuecheae WR-H d11-99,BC 6 c a,308373.6681,-2263.28125,-101.15625,53691.71875,ruthenium
Thuecheae CH-S d5-78,D 5 e a,535986.0486,-1925.40625,-57.4375,53213.75,ruthenium
Pheia Aihm PS-J d9-4,BC 1 d a,170566.6298,8885.46875,603.875,-4030.84375,ruthenium
Plua Chruia IL-Y d15,BC 8 d a,174561.3582,22254.625,84,47698.125,ruthenium
Pleia Thio VU-O d6-1,B 5 c a,266534.0613,-25187.25,502.21875,-3058.375,ruthenium
Hypuae Fraae WF-W c2-1,C 9 f a,292407.632,-33343.21875,312.03125,24656.15625,ruthenium
Thuecheae WR-H d11-109,B 14 c a,114786.1647,-2293.6875,-73.25,53707,ruthenium
Flyooe Eohn MC-B d1-5,B 3 c a,59488.18261,924.5625,-56.375,-3516.21875,ruthenium
Eorgh Eaescs KE-E d13-9,B 3 d a,100189.5496,-13287.90625,-40.625,-10132.65625,ruthenium
Outoppy AK-A d3,B 5 g a,109820.4574,4174.5625,208.59375,-2304.75,ruthenium
Outopps PX-S c17-1,B 2 e a,113890.5365,-474.90625,57.6875,-1556.71875,ruthenium
Spongoae NB-X d1-2,B 4 d a,95582.65006,-19591.1875,275.5,-9852.03125,ruthenium
Schadgue JV-P c5-0,BC 4 e a,175097.4005,5666.375,64.15625,-8479.4375,ruthenium
Shruelch QJ-G d11-3,B 11 d a,85160.49894,-31221.53125,-641.4375,8900.71875,ruthenium
Thuecheae BD-H d11-17,B 4 e a,278794.6078,-2320.8125,-271.5625,53711.90625,ruthenium
Hypoae Eurl MA-A d0,B 1,27267.1514,3456.9375,-12.21875,-16423.34375,yttrium
Phoo Phlai US-U d2-14,B 1,27149.77564,-13448.5625,27.75,-7157.5625,yttrium
Plae Thaa TI-T d3-28,C 6,168705.8273,17204.8125,214.84375,-3297.84375,yttrium
Eorld Hype AR-K d9-2,B 4,27340.48586,9762.53125,-303.46875,-13061.75,yttrium
Scoilz KR-N d6-3,C 7,332333.8528,10826.46875,23.15625,-6897.03125,yttrium
Slegao WD-G c12-0,A 7,26692.38157,-223.59375,-660.21875,-3104.65625,yttrium
Slegao IF-D c1-4,B 6,148010.9363,-134.9375,-248.4375,-3574.53125,yttrium
Cheae Eurl HW-E d11-2,B 2,217625.896,8508.84375,34.59375,61385.59375,yttrium
Oochoxt OM-C d7,C 2,49026.95081,2378.90625,-239.9375,-2302.34375,yttrium
Hypuae Ain OP-E c25-4,6,13254.26412,417,51.84375,-5098.03125,yttrium
Oochonz UP-N d7-0,B 2,27962.55287,2981.4375,-577.4375,-1697.9375,yttrium
Cliewuae WX-F d12-0,B 6,53872.37309,-3893.5,-102.4375,61417.3125,yttrium
Hegau BL-P e5-5,F 5,378910.5356,15932.03125,96.8125,-2648.53125,yttrium
Pyult MW-N c9-18,B 6,440333.6818,100.125,-132.96875,-4483.625,yttrium
Col 89 Sector EE-C c15-2,5,15412.01736,491.75,613.4375,-4134.6875,yttrium
Blooe Ploe IT-O d7-14,B 3,151368.3573,24763.3125,-44.15625,43110.28125,yttrium
Grea Dryoae XA-U d4-25,B 2,19018.01843,28703.65625,-92.40625,5784.25,yttrium
Ploea Theia JO-Z c13-5,B 6,15660.783,2539.25,-0.59375,-3018.96875,yttrium
Phae Aescs WE-R e4-2,CD 13,22504.37417,11918.625,114.90625,-6516.40625,yttrium
Flyiae Hypae PO-O d7-0,B 1,130464.8572,36693.59375,-139.625,7314.34375,yttrium
Hegeae JH-D d12-55,B 5,230243.3165,18792.40625,90.3125,-2584.25,yttrium
Fegoi AM-J d10-7,B 1,31998.76196,23964.96875,-75,-2681.875,yttrium
Slegeae WE-G d11-0,C 1,80489.81349,3627.625,-741.28125,-2654.5625,yttrium
Qaugnaae RW-W d1-37,B 3,72510.40721,-2860.125,160.5625,55485.5,yttrium
Schadgua GX-K d8-1,BCD 1,166173.142,-2292.59375,297.25,-8009.625,yttrium
Byua Chrea SN-K d8-66,BCD 4,40377.32831,-350.40625,199.46875,54748.28125,yttrium
Bleae Thoea RJ-I d9-0,C 2,107908.2236,-34357.5625,30.15625,2304.1875,yttrium
Slachoa HT-F d12-3,B 5,146504.1723,-23641.375,-125.78125,46076.71875,yttrium
Myeadou EI-B d13-66,B 1,18234.78957,2495.59375,15.84375,-6317.375,yttrium
Flyae Eaewsy VQ-T d4-4,B 3,400436.6468,-31955.96875,-225.65625,9596.3125,yttrium
Outotz QJ-I d9-15,A 8,31481.10749,109.71875,50.9375,-1542.53125,yttrium
Phoo Aeb NA-A d3,B 4,212488.8006,-10474.5625,-11.75,-7424.625,yttrium
Hypuae Ain UJ-I d9-8,C 2,19311.47689,427.71875,29.53125,-5350.21875,yttrium
Croidaea NC-B d1-0,B 5,73599.04901,1034.71875,-1321.53125,-7322.625,yttrium
Preia Byoea LO-X d2-67,B 1,482150.0971,5303.46875,-79.59375,51685.28125,yttrium
Hedgia GD-U c3-0,4,13784.59501,-16863.03125,218.3125,-3462.5625,yttrium
Thuecheae TR-H d11-100,B 6,33569.98744,-2486.78125,-80.6875,53733.40625,yttrium
Oob Airg ZA-F d11-16,B 6,160481.3846,-11124.75,102,-10306.125,yttrium
Eorgh Hypa PZ-E d12-0,B 12,326073.6614,17362.53125,-492.5,-12806.46875,yttrium
Hypi Fruia GF-K c10-1,A 1,46336.26492,-29470.5,768.21875,24991.65625,yttrium
Eishoqs BQ-Y d10,B 9,302174.035,-28073.90625,166.84375,16998.78125,yttrium
Hyuedau LB-X d1-43,C 2,173222.5173,19889.84375,272.34375,-888.25,yttrium
Oodgolf ZK-P c5-0,8,15325.73867,30716.125,-24.9375,10707.28125,yttrium
Outoppy KA-A d18,B 5,33686.21146,4633.34375,-15.90625,-2299.375,yttrium
Truechiae LI-B d13-7,B 6,240976.3143,-2050.5,-2.5,53823.28125,yttrium
Bleia Byoe YP-I c12-2,C 3,309570.2879,-105.46875,-141.03125,55791.96875,yttrium
Eonofs KE-O d7-4,D 1,256835.4849,28300.46875,-322.0625,4739.25,yttrium
Smoosee QG-Y d24,B 2,116173.5885,-19533.90625,9.96875,51518.1875,yttrium
Splierg DQ-Y d1,A 10,31767.18514,10454,175.90625,-13721.21875,yttrium
Eishovvy KL-Y d5,B 7,82821.03616,-31424,81.40625,17005.15625,yttrium
Outopps EX-K d8-1,BC 6,20693.59275,-1171.84375,300.09375,-1623.03125,yttrium
Outopps VX-U d2-8,CD 1,145938.3273,-428.34375,121.6875,-2043.21875,yttrium
Groeg UN-X c28-0,C 1,18154.16373,-1242.90625,36.9375,-10041.15625,yttrium
Cyoidao HX-A d1-11,B 2,38457.69298,9374.21875,-135.90625,-7306.40625,yttrium
Nyauthou MR-D c15-12,B 3,50549.44804,-2211.84375,-32.0625,55897.8125,yttrium
Schadgoea XW-J c22-0,D 3,225066.701,-6182.71875,18.65625,-7784.0625,yttrium
Cyoide DO-K c11-10,B 1,154160.2659,1836.28125,-96.5,-6961.71875,yttrium
Preia Byio RT-O d7-115,C 4,130295.7648,3721.90625,-28.84375,52134.15625,yttrium
Iorant FR-N d6-0,B 2,169575.994,-1102.6875,-16.21875,64788.375,yttrium
Tyriedguae MS-B c29-0,9,13258.94613,26018.96875,897.75,2735.125,yttrium
Hegai MR-N d6-2,B 5,66298.71136,5855.34375,16.46875,-3021.1875,yttrium
Dryao Aewsy BC-D c12-0,ABCD 2,15386.72564,-1301.21875,-19.5625,-12061.15625,yttrium
Ipotl KX-U d2-4,B 4,15075.69236,20475.25,99.375,-3315.75,yttrium
Dryo Airg QD-J d9-4,C 4,133337.2251,-15845.6875,374.40625,-9198.09375,yttrium
Frecku UL-A c28-0,B 5,46892.91195,4518.5,278.1875,64146.40625,yttrium
Spliehn UZ-G d10-0,E 1,151142.3887,17069.3125,170.34375,-12954.78125,yttrium
Outopps HN-K d8-2,C 2,314112.0566,-1253.6875,196.15625,-1554.90625,yttrium
Pleia Aick JR-M d7-2,B 7,118053.6901,-27318.46875,315.84375,9885.1875,yttrium
Flyua Eork SM-U c19-2,B 1,196067.367,1973.03125,-129.75,-2772.625,yttrium
Pyurks OD-Z d1-60,B 5,35431.82617,1918.8125,-150.625,-4712.125,yttrium
Bauliae QU-E d12-1,B 1,157526.1881,26192.625,705.25,29424.6875,yttrium
Styairph ZC-H c24-5,B 8,20234.26076,8002.625,204.3125,-6386.0625,yttrium
Phooe Aescs IX-L d7-8,B 3,26605.22933,12931.96875,50.71875,-6819.9375,yttrium
Pyrivo EH-U e3-11,B 10,76293.61145,-2178.0625,-180.78125,54743.78125,yttrium
Straae Eohn IU-Z c16-0,ABC 1,17048.57358,-515.625,-127.5625,63683.25,yttrium
Eorm Aewsy FG-Y d3,B 8,16282.31945,-1241.53125,-11.4375,-13716.625,yttrium
Hypoae Aip JX-J c22-10,6,20198.07317,5826.6875,45.875,-5195.8125,yttrium
Pyra Eop BC-F c14-0,B 8,65307.14399,-1624.53125,-114.9375,59698.59375,yttrium
Jellyfish Sector EL-Y d36,B 5,40817.46654,858.3125,254.09375,-4982.125,yttrium
Gludgoae RY-S d3-69,B 1,241560.3367,12816.28125,-3.65625,-4562.28125,yttrium
Outoppy DX-J c22-7,C 3,67394.59409,4330.65625,16.125,-1361.46875,yttrium
Tradgoi YK-V d3-3,D 3 c,35531.73202,-13487.375,-261.59375,-8399.65625,yttrium
Wruegnea GG-Y d1,BC 4,28854.96799,-20306.71875,-13.65625,47713.21875,yttrium
Hegoae HS-K d8-1,10,16996.93236,9135,289.9375,-2832.3125,yttrium
Hypoae Aihm JW-E d11-52,B 5,14745.09443,3551.9375,35.28125,-5212.8125,yttrium
Eactaisky DL-P d5-57,C 6,19453.64773,-20117.0625,48.78125,42981.9375,yttrium
Hypoae Aewsy HG-Y d0,B 3,758573.6067,-4932.15625,-20.53125,-8655.8125,yttrium
Sphuqou VP-O d6-2,C 4,30319.36761,-30520.34375,414.40625,35372.125,yttrium
Pleia Aick AC-L d8-1,B 8,342594.6411,-28161.1875,377.0625,9949.0625,yttrium
Nyauthou EB-M c24-1,B 2,29422.86804,-2062.15625,-59.84375,56295.71875,yttrium
Synookea PS-H c24-0,B 1,35902.60624,37051.25,320.03125,12802.65625,yttrium
Dryaea Ail HH-C d13-0,C 3,466560.4734,-11810.125,376.8125,-8897.75,yttrium
M38 Sector TE-Q c5-0,B 8,169275.1245,-583.6875,-1.09375,-3414.75,yttrium
Byeia Chrea OG-B b27-7,C 1,14144.52548,55.3125,21.125,54565.75,yttrium
Hypheef WL-B d14-4,B 1,199756.0408,-14755.78125,-476.875,-3652.84375,yttrium
Wizz LM-Y c28-0,5,18217.8181,21851.5625,239.53125,-11333.9375,yttrium
Praea Fraae FC-D d12-12,B 1 a,135695.9321,-32915.9375,-20.96875,42291.0625,yttrium
Phua Aihm TM-Z c27-4,6,14508.20336,6643.1875,75,-3676.46875,yttrium
Outotz IS-J d9-2,B 3,20956.51854,629.4375,575.6875,-1513.09375,yttrium
Hypuae Ain WD-K d8-28,B 6,116655.5576,965.09375,27.375,-5387.625,yttrium
Trigna LG-H c12-5,D 1,91427.22173,-19134.34375,-409.34375,40429.46875,yttrium
Eafoppy GI-B d13-131,C 3,120498.5168,6536.65625,-7.59375,-5011.34375,yttrium
Blia Auwsy ZE-A d32,B 1 a,512351.8001,25660.96875,126.9375,45032.21875,yttrium
Plaa Thua PU-F d11-2,B 12,245254.9656,222.46875,451.03125,-2647.1875,yttrium
Spooreae YK-P e5-25,14 a,160080.3416,-15360.40625,29.3125,39620.125,yttrium
Scheau Eaec CI-I d10-0,B 3 a,12728.52235,-8851.6875,-574.6875,-5291.8125,yttrium
Tiefoe LG-Y d0,CD 4 a,21254.3632,-26377.15625,-12.0625,-6100.03125,yttrium
Cyoide DN-A d14-2,B 1 b,332712.6941,1682.65625,-832.53125,-6233.40625,yttrium
Spasau IX-B d17,B 1 c,479376.8338,26998.59375,-477.9375,32247.53125,yttrium
Outotz LS-K d8-3,B 5 a,310464.4765,526.3125,238.46875,-1613.75,yttrium
Eishovvy KL-Y d4,BC 3 a,91550.77992,-31397.75,64.15625,16989.71875,yttrium
Hedgo DK-Z c2,D 1 a,85262.84425,-22648.46875,250.1875,-3550.5,yttrium
Truechou IE-R c5-15,B 6 a,51653.16171,1092.65625,349.96875,52966.1875,yttrium
Veqo XV-E d11-1,C 3 b,73240.5338,-38310.15625,29.96875,37092.125,yttrium
Blaea Eun VI-S d4-6,11 a,40094.75771,-28457.78125,505.53125,4507.6875,yttrium
Hypiae Aihm KJ-F d12-7,B 3 c,41309.91976,1901.46875,952.9375,-5097.71875,yttrium
Skull and Crossbones Neb. Sector FG-Y e6,B 9 i,396477.7246,13384.3125,109.1875,-6763.71875,yttrium
Hypiae Aihm QY-S d3-36,C 2 b,135075.2089,1251.1875,50.625,-5823.625,yttrium
Phoi Freau DL-Y d0,CD 5 a,34159.02332,-37099.75,66.4375,25903.0625,yttrium
Spaso NE-X d2-14,B 1 f,52363.76119,28229.65625,-206.15625,32481.25,yttrium
Pheia Ain CP-A d25,B 8 f,19460.98816,648.71875,272.8125,-4840.6875,yttrium
Slegi LU-A c29-0,B 8 a,128526.4864,-1542.5,-584.875,-2383.15625,yttrium
Truechoae ZL-J d10-7,B 2 c,247099.2121,-427.3125,1233.34375,53611.03125,yttrium
Phroi Hypai QU-E d12-3,BC 2 d,35762.78797,7028.8125,-562.9375,-6403.5,yttrium
Prai Gruia QT-Q e5-6,BC 6 b,110273.141,-22121.625,-37.90625,52453.875,yttrium
Hypau Phlai WV-U d3-2,C 6 a,23835.06599,-14084,794,-8385.96875,yttrium
NGC 2244 Sector HR-N d6-5,B 6 a,17325.52882,2040.9375,-514.1875,-4085.46875,yttrium
Tibb VO-X d2-5,B 4 d,102318.507,3591.65625,-96.59375,-12306.53125,yttrium
Hypau Chruia JL-Y d51,B 1 a,435090.767,27393.59375,109.46875,32320.46875,yttrium
Phreia Graae CB-W d2-13,D 1 a,363511.5421,-17652.53125,-736.125,36367.53125,yttrium
Myoangeia KH-M d7-29,BC 7 a,103940.8889,-13458.34375,206.9375,41815.09375,yttrium
Byae Fleau XN-T c3-0,B 3 c,55948.44539,-26423.75,96.875,43897.375,yttrium
Phroi Phoea JI-Z d1-19,C 3 a,160442.3729,9330.0625,-56.1875,-4692.96875,yttrium
Plua Scroea DW-N e6-0,B 1 a,485161.6705,-18774.40625,1432.84375,38469.4375,yttrium
Bla Bloae GB-W d2-12,B 7 c,144575.7118,-10888.3125,-715.375,52969.15625,yttrium
